,topic,value,topic_name,header_id,header_eintrag
534,0.0,0.15582252690593779,Courtly matters,C1_facs_446_tr_1700432173,Französischer König (in Wien).
535,6.0,0.06585973450827819,Entertainment?,C1_facs_447_tr_1700431098,Franzosen=Abschaffung.
536,7.0,0.060371918461678026,Military? Bastions?,C1_facs_447_tr_1700431097,Franzthor (Franzensthor).
537,3.0,0.03980635523110205,Culture / Theater?,C1_facs_448_tr_1700429772,Frast (Johann von)
538,6.0,0.06971945877963259,Entertainment?,C1_facs_448_tr_1700429771,Fratschlerinnen.
539,4.0,0.09066161531165592,Religion,C1_facs_449_tr_1700430723,"Frauenbild von Grünberg (bei
den Franziskanern)"
540,0.0,0.05561849195121277,Courtly matters,C1_facs_449_tr_1700430726,"Frauendienst (Der) Ulrich's von
Lichtenstein"
541,8.0,0.11173760837470566,Suburbia,C1_facs_451_tr_1700430471,Frauenhäuser.
542,9.0,0.035318589958272285,Paintigs (Art),C1_facs_451_tr_1700430472,Frauensäule (am Getreidemarkte).
543,3.0,0.08504398508457285,Culture / Theater?,C1_facs_451_tr_1700430473,Fräuleingang (in der Burg)
544,7.0,0.04478044203982592,Military? Bastions?,C1_facs_452_tr_1700430359,Freitags=Procession.
545,2.0,0.11762391320276257,Culture,C1_facs_452_tr_1700430362,Freihaus (auf der Wieden).
546,1.0,0.12501045769520946,Buildings,C1_facs_454_tr_1700431307,Freiung (Die)
547,7.0,0.05513835261765667,Military? Bastions?,C1_facs_455_tr_1700430062,Wiener
548,0.0,0.0649396181690666,Courtly matters,C1_facs_456_tr_1700429863,Friedensbote (Der).
549,6.0,0.12311654639989648,Entertainment?,C1_facs_456_tr_1700429865,Friedrich III.
550,3.0,0.1603565956247809,Culture / Theater?,C1_facs_457_tr_1700432521,Friesscher Pallast.
551,8.0,0.08442358505640925,Suburbia,C1_facs_458_tr_1700432332,"Frohnleichnamsfest (und seine Ent=
stehung)."
552,6.0,0.05939172358166183,Entertainment?,C1_facs_460_tr_1700432166,Fuchs (Zum geprellten).
553,6.0,0.15224786727789577,Entertainment?,C1_facs_460_tr_1700432162,Fuchs (Otto Neidhard).
554,1.0,0.2216861644143572,Buildings,C1_facs_463_tr_1700429533,Füchselhaus.
555,0.0,0.1141645961317682,Courtly matters,C1_facs_464_tr_1700431997,Fürstengruft (bei St. Stephan).
556,1.0,0.04709178221925383,Buildings,C1_facs_466_tr_1700430770,Fürstenhügel (bei St. Stephan).
557,6.0,0.08880349730957074,Entertainment?,C1_facs_467_tr_1700432084,Gablerkreuz (Das) bei Weidling.
558,6.0,0.1410502595555369,Entertainment?,C1_facs_468_tr_1700430177,Gablitz (Die hohe Schule zu)
559,5.0,0.1986901384620162,Suburbia,C1_facs_470_tr_1700430900,Gaden.
560,5.0,0.22822065299876418,Suburbia,C1_facs_470_tr_1700430905,Galizinberg.
561,3.0,0.08002609998475306,Culture / Theater?,C1_facs_471_tr_1700430132,Galizische adelige Leibgarde.
562,0.0,0.13378516454868553,Courtly matters,C1_facs_471_tr_1700430134,Gämperl (der Wiener Pfeifer).
563,1.0,0.07896036962451165,Buildings,C1_facs_472_tr_1700431443,Gans (Die große).
564,2.0,0.0894406404688154,Culture,C1_facs_473_tr_1700432471,Gänsbacher (Joh. Bapt.)
565,6.0,0.054466134503426106,Entertainment?,C1_facs_473_tr_1700432475,Gänseberg und Gänseburg.
566,6.0,0.11494590610507731,Entertainment?,C1_facs_474_tr_1700432139,Gänfeweide (zu Erdberg).
567,8.0,0.22103749697181382,Suburbia,C1_facs_475_tr_1700431326,Gärten.
568,8.0,0.09156255308263253,Suburbia,C1_facs_476_tr_1700429789,Gärtner.
569,3.0,0.06285110203208037,Culture / Theater?,C1_facs_477_tr_1700432537,Gasbeleuchtung.
570,1.0,0.1410825742041992,Buildings,C1_facs_477_tr_1700432539,"Gassen (Höfe, Märkte, Plätze un d |
Straßen)."
571,6.0,0.06985635176394124,Entertainment?,C1_facs_480_tr_1700430909,Gassenblättel.
572,8.0,0.16992861718230387,Suburbia,C1_facs_480_tr_1700430910,Gassen=Säuberung.
573,6.0,0.08977022674484825,Entertainment?,C1_facs_481_tr_1700431688,Gasthäuser.
574,5.0,0.10465241452576639,Suburbia,C1_facs_482_tr_1700431248,Gatterhölzel.
575,5.0,0.1509152800388807,Suburbia,C1_facs_484_tr_1700431558,Gaudenzdorf.
576,0.0,0.05576691384693971,Courtly matters,C1_facs_484_tr_1700431562,Gauermann (Jakob).
577,6.0,0.06419367966416875,Entertainment?,C1_facs_485_tr_1700430936,Gebär=Anstalt.
578,5.0,0.07316099002381161,Suburbia,C1_facs_485_tr_1700430934,Gegend zwischen den Brücken.
579,3.0,0.043445602232130134,Culture / Theater?,C1_facs_486_tr_1700430389,Geheime Cabinet (Das)
580,7.0,0.12704610009090747,Military? Bastions?,C1_facs_487_tr_1700431394,"Geheime Hof= und Staats=
kanzlei=Gebäude."
581,0.0,0.07629619285735942,Courtly matters,C1_facs_488_tr_1700429692,Geheimschreiber (Der fürstliche)
582,7.0,0.09484461342613873,Military? Bastions?,C1_facs_489_tr_1700429843,Geistorden (Der heilige).
583,6.0,0.06524450419468111,Entertainment?,C1_facs_489_tr_1700429842,Gelehrte (Der hungerige)
584,7.0,0.02633818119318006,Military? Bastions?,C1_facs_490_tr_1700429836,Gemächer.
585,3.0,0.12935091379322577,Culture / Theater?,C1_facs_490_tr_1700429837,"Geographisches Jnstitut (K. K.
Militärisch=)"
586,5.0,0.11833286888410346,Suburbia,C1_facs_491_tr_1700429826,Gersthof.
587,1.0,0.07603145725069427,Buildings,C1_facs_491_tr_1700429822,Geschlechter.
588,3.0,0.07683273629582901,Culture / Theater?,C1_facs_493_tr_1700430832,Gesindehaus.
589,1.0,0.03820657963269746,Buildings,C1_facs_493_tr_1700430830,Getreidemarkt.
590,1.0,0.05310164422833594,Buildings,C1_facs_493_tr_1700430835,Gewehrfabrik (K. K.).
591,8.0,0.08943041153792186,Suburbia,C1_facs_493_tr_1700430833,Geweibe.
592,3.0,0.06850312333876984,Culture / Theater?,C1_facs_494_tr_1700432450,"Gewerbs=Produkten=Aus=
stellung."
593,1.0,0.08228350675991171,Buildings,C1_facs_494_tr_1700432453,Geymüllerische Häuser.
594,8.0,0.1674157306034021,Suburbia,C1_facs_495_tr_1700431933,Glacis (Das)
595,2.0,0.10336829234389139,Culture,C1_facs_496_tr_1700431165,Gluck (Christoph Ritter von).
596,4.0,0.04333937870746705,Religion,C1_facs_497_tr_1700430423,Glückshäfen.
597,5.0,0.030102163396205205,Suburbia,C1_facs_497_tr_1700430420,Gnadenbilder (Marianische).
598,4.0,0.1208047259652241,Religion,C1_facs_497_tr_1700430428,Jn der Stadt.
599,1.0,0.12040979131941158,Buildings,C1_facs_498_tr_1700430521,Godl (Zur Frau)
600,1.0,0.14004612040364703,Buildings,C1_facs_498_tr_1700430522,Goldberg'sches Stifthaus.
601,6.0,0.06749098524490314,Entertainment?,C1_facs_499_tr_1700430436,Goldenen Birne (Zur)
602,1.0,0.06888553704894194,Buildings,C1_facs_499_tr_1700430443,Goldene Greif (Der).
603,1.0,0.14990557853238112,Buildings,C1_facs_500_tr_1700429575,Goldene Hirsch. (Der
604,7.0,0.07941649611166114,Military? Bastions?,C1_facs_500_tr_1700429580,Goldene Lamm (Das) in der Stadt.
605,6.0,0.06403870541225946,Entertainment?,C1_facs_500_tr_1700429578,"Goldene Lamm (Das) in der Leo=
poldstadt."
606,1.0,0.0812242262124918,Buildings,C1_facs_502_tr_1701613202,Goldene Metzen (Der)
607,6.0,0.06397175863324207,Entertainment?,C1_facs_502_tr_1701613207,"Goldene Schlange (Die) in der
Siadk."
608,1.0,0.12143266444547554,Buildings,C1_facs_503_tr_1700431869,Goldene Sonne (Die) in der Stadt.
609,6.0,0.07184469052631053,Entertainment?,C1_facs_504_tr_1700430233,Goldenen Stuck (Beim).
610,7.0,0.15381876128224287,Military? Bastions?,C1_facs_504_tr_1700430228,Gonzaga=Bastei.
611,6.0,0.06292057549238093,Entertainment?,C1_facs_504_tr_1700430230,Gottscheer.
612,1.0,0.07860072643471486,Buildings,C1_facs_505_tr_1700432104,Graben (Der)
613,0.0,0.04909971334342178,Courtly matters,C1_facs_506_tr_1700429514,Gräffer (Franz).
614,0.0,0.028912644488110057,Courtly matters,C1_facs_506_tr_1700429515,Gran (Daniel)
615,5.0,0.1291755001339306,Suburbia,C1_facs_506_tr_1700429519,Greifenstein (an der Donau)
616,1.0,0.02814110866401361,Buildings,C1_facs_510_tr_1700429407,Griechische Bethäuser.
617,6.0,0.06013337135466131,Entertainment?,C1_facs_511_tr_1700429315,Grillo (Leander)
618,5.0,0.19885596034934705,Suburbia,C1_facs_511_tr_1700429317,Grinzing.
619,1.0,0.11285948506763667,Buildings,C1_facs_512_tr_1700429953,Grohmann'sche (Adolph) Haus.
620,2.0,0.14884578088426662,Culture,C1_facs_512_tr_1700429954,Grünbaum.
621,1.0,0.08292602878643424,Buildings,C1_facs_512_tr_1700429949,Gumpendorf.
622,1.0,0.20195249355946637,Buildings,C1_facs_513_tr_1700429828,Gundelhof (Der).
623,6.0,0.053495572712600366,Entertainment?,C1_facs_514_tr_1700431975,Günderode (Carl Freiherr von).
624,5.0,0.11737480396376244,Suburbia,C1_facs_515_tr_1700430432,Guntramsdorf.
625,0.0,0.11493358595615609,Courtly matters,C1_facs_516_tr_1700432379,Gurk (Urban von).
626,6.0,0.10086263304722522,Entertainment?,C1_facs_517_tr_1700429734,Haarmarkt.
627,7.0,0.07565201918818965,Military? Bastions?,C1_facs_518_tr_1700432363,Hacken (Zu den drei).
628,6.0,0.08690607791633,Entertainment?,C1_facs_518_tr_1700432362,Hader (Zum nassen).
629,5.0,0.18753112028150742,Suburbia,C1_facs_519_tr_1700431242,Hadersdorf.
630,5.0,0.21519710348316767,Suburbia,C1_facs_520_tr_1700431295,Hadersfeld.
631,6.0,0.062326942273776685,Entertainment?,C1_facs_520_tr_1700431298,Hafner (Philipp).
632,6.0,0.11955315239120727,Entertainment?,C1_facs_521_tr_1700430106,Hahnenbeiß (Haus zum).
633,6.0,0.06341532884125951,Entertainment?,C1_facs_522_tr_1700431600,Hahn (Wo der) im Spiegel schaut.
634,5.0,0.092808858189442,Suburbia,C1_facs_522_tr_1700431596,Hainburg.
635,6.0,0.08168403721414418,Entertainment?,C1_facs_523_tr_1700432438,Hallwyl'sche Trauerstein.
636,6.0,0.09105864636657593,Entertainment?,C1_facs_524_tr_1701613318,Hamsabeh.
637,4.0,0.0754240980906035,Religion,C1_facs_525_tr_1700429335,Hand (Die) der heiligen Anna.
638,6.0,0.10884277743074632,Entertainment?,C1_facs_525_tr_1700429332,Händel.
639,3.0,0.12166809300956764,Culture / Theater?,C1_facs_525_tr_1700429333,Handlungs=Kranken=Jnstitut.
640,3.0,0.044757689713919226,Culture / Theater?,C1_facs_526_tr_1700430737,Handlungs=Verpflegs=Jnstitut.
641,6.0,0.13313382986234226,Entertainment?,C2_facs_1_tr_1700919256,"Hannaken=König (Der) an der
Gestätte."
642,0.0,0.10971466487662229,Courtly matters,C2_facs_2_tr_1700920390,Hardegg (Graf Conrad von).
643,1.0,0.17360324608615657,Buildings,C2_facs_2_tr_1700920385,Harnischhaus (Das).
644,0.0,0.06399017722074112,Courtly matters,C2_facs_3_tr_1700919156,Harrach (Franz Ant. Graf von).
645,1.0,0.13482152747860862,Buildings,C2_facs_3_tr_1700919157,Harrach'sches Majoratshaus.
646,2.0,0.2674267378890314,Culture,C2_facs_7_tr_1700919912,Hafenhut (Anton)
647,0.0,0.07563814182867173,Courtly matters,C2_facs_8_tr_1700920081,Hatzfeld (Fürstin von).
648,1.0,0.06533016796706813,Buildings,C2_facs_8_tr_1700920080,Hauptmauth=Gebäude
649,8.0,0.16898226533845506,Suburbia,C2_facs_8_tr_1700920084,Häuserstand.
650,4.0,0.10085466745352413,Religion,C2_facs_9_tr_1700920044,Haus=Mutter (Die).
651,8.0,0.09780598755421555,Suburbia,C2_facs_10_tr_1700920052,Haus= und Wandgemälde.
652,8.0,0.06121791551771325,Suburbia,C2_facs_10_tr_1700920056,Hausschilder.
653,6.0,0.04624320508302314,Entertainment?,C2_facs_13_tr_1700919864,Haußler (Conrad).
654,6.0,0.1224972761465163,Entertainment?,C2_facs_13_tr_1700919865,Haydn.
655,0.0,0.007976816015790419,Courtly matters,C2_facs_14_tr_1700920251,Josephus Haydn
656,1.0,0.07130099757136409,Buildings,C2_facs_14_tr_1700920244,Haydnhaus.
657,6.0,0.06783009251538093,Entertainment?,C2_facs_15_tr_1700918901,Hazardspiels=Verbot.
658,3.0,0.058017720431335684,Culture / Theater?,C2_facs_15_tr_1700918900,"Heger's (Prof. Jgn. Jak.) Steno=
graphie."
659,1.0,0.15723620936789504,Buildings,C2_facs_16_tr_1700921714,Heidenschuß (Haus zum).
660,7.0,0.14191040244329883,Military? Bastions?,C2_facs_17_tr_1700919186,Heilige=Geist=Apotheke (Die).
661,7.0,0.059453984954444324,Military? Bastions?,C2_facs_18_tr_1700920542,Heiligenkreuzerhof.
662,5.0,0.13837967704732732,Suburbia,C2_facs_18_tr_1700920546,Heiligenstadt.
663,6.0,0.08344436879380027,Entertainment?,C2_facs_20_tr_1700919293,Heilthumstuhl.
664,5.0,0.19089432404088194,Suburbia,C2_facs_20_tr_1700919295,"Hennersdorf (mit dem Schlosse
Leopoldsdorf)."
665,0.0,0.05978120802063458,Courtly matters,C2_facs_21_tr_1700918679,Henriette (Alexandrine Friederike)
666,2.0,0.2227297409372969,Culture,C2_facs_22_tr_1700921729,Heusler (Carl Friedrich)
667,6.0,0.15243175381115331,Entertainment?,C2_facs_22_tr_1700921727,Hermannskogel.
668,4.0,0.09354072335988496,Religion,C2_facs_24_tr_1700919831,Hernals.
669,1.0,0.15820963139591226,Buildings,C2_facs_24_tr_1700919828,Herrngasse.
670,6.0,0.11634374419983193,Entertainment?,C2_facs_25_tr_1700918960,Hetze.
671,5.0,0.10024671186722471,Suburbia,C2_facs_29_tr_1700920923,Hetzendouf
672,2.0,0.11748191786975572,Culture,C2_facs_31_tr_1700920778,Heufeld (Franz)
673,6.0,0.06761490220151732,Entertainment?,C2_facs_32_tr_1700920151,Heuschrecken
674,2.0,0.17904307480666168,Culture,C2_facs_32_tr_1700920157,Heurteur (Nikolaus).
675,3.0,0.07021289231368472,Culture / Theater?,C2_facs_33_tr_1700918950,Heuwagen.
676,5.0,0.07423920516722686,Suburbia,C2_facs_33_tr_1700918948,Heuwinkel (Der).
677,6.0,0.04803294529168282,Entertainment?,C2_facs_34_tr_1700919121,Hexerei und Zauberei.
678,5.0,0.13330230836056348,Suburbia,C2_facs_34_tr_1700919124,Hietzing (Auch Maria Hietzing).
679,5.0,0.1653981463439447,Suburbia,C2_facs_36_tr_1700920871,Himberg.
680,5.0,0.17939187985088403,Suburbia,C2_facs_37_tr_1700919243,Himmel (Der)
681,4.0,0.10412316069858843,Religion,C2_facs_38_tr_1700919570,Himmelspforte (Kloster zur)
682,8.0,0.21453482864606893,Suburbia,C2_facs_40_tr_1700920318,Himmelspfortgrund.
683,6.0,0.13179708004101728,Entertainment?,C2_facs_40_tr_1700920320,Himmelspförtnerin (Die).
684,1.0,0.06351318767765755,Buildings,C2_facs_42_tr_1700919549,Hirschen (Haus zum).
685,3.0,0.04961075152505651,Culture / Theater?,C2_facs_42_tr_1700919554,Hirschgeweihe.
686,1.0,0.04374932261955915,Buildings,C2_facs_43_tr_1700919786,Hißsche Stiftung.
687,1.0,0.10494275424423391,Buildings,C2_facs_43_tr_1700919785,Hof (Der Platz am).
688,1.0,0.05226495370445736,Buildings,C2_facs_44_tr_1700919388,"Hofkammer=Gebäude (in der Jo=
hannesgasse)."
689,3.0,0.06367603310176209,Culture / Theater?,C2_facs_44_tr_1700919387,Hofkanzlei=Gebäude.
690,4.0,0.1810581358590143,Religion,C2_facs_44_tr_1700919395,A. O. B. M. D. C. C. L. III.
691,1.0,0.10440152008802268,Buildings,C2_facs_45_tr_1700921187,Hofkriegsraths=Gebäude.
692,1.0,0.07699192618641465,Buildings,C2_facs_45_tr_1700921192,Hofstallgebäude (n. d. Spitelberg)
693,1.0,0.11976980870265318,Buildings,C2_facs_46_tr_1700920721,Hohe Brücke.
694,1.0,0.12387254544869092,Buildings,C2_facs_47_tr_1700920191,Hohe Markt (Der).
695,0.0,0.0763059371774952,Courtly matters,C2_facs_49_tr_1700920959,Hohenwart (Sigm. Ant. Graf v.)
696,5.0,0.1610925449118578,Suburbia,C2_facs_49_tr_1700920961,"Hohe Wand (Die) oder Sophien=
Alpe"
697,5.0,0.1407385263415592,Suburbia,C2_facs_49_tr_1700920956,Hohe Warte.
698,6.0,0.09045711256023445,Entertainment?,C2_facs_50_tr_1700920556,Hörner mann (Der) bei St. Stephan.
699,1.0,0.18425000410703574,Buildings,C2_facs_50_tr_1700920553,Hubhaus.
700,6.0,0.09331754385551812,Entertainment?,C2_facs_50_tr_1700920557,Hund (Zum gepanzerten).
701,8.0,0.09054591975637598,Suburbia,C2_facs_51_tr_1700918947,Hundsthurm.
702,8.0,0.13128693292394628,Suburbia,C2_facs_51_tr_1700918943,Hungelbrunn.
703,4.0,0.1574029647870894,Religion,C2_facs_51_tr_1700918946,Hütteldorf.
704,5.0,0.16996795134581716,Suburbia,C2_facs_52_tr_1700921616,Ex voto 1713.
705,4.0,0.15373847501739518,Religion,C2_facs_53_tr_1700921240,Jacob (Sanct) auf der Hilben.
706,8.0,0.13006642709903443,Suburbia,C2_facs_54_tr_1700919629,Jägerzeile.
707,8.0,0.14361887489570566,Suburbia,C2_facs_54_tr_1700919630,Jahrmärkte.
708,4.0,0.09484612293588317,Religion,C2_facs_55_tr_1700920901,Jesuiten (Die oberen und unteren).
709,4.0,0.025431282025595123,Religion,C2_facs_56_tr_1700920913,Mailändischen:
710,4.0,0.022835384149796977,Religion,C2_facs_56_tr_1700920912,Jn der deutschen Assistenz.
711,1.0,0.17907525793337278,Buildings,C2_facs_57_tr_1700921047,"Fesuiten=Besitzungen (in Wien
und der Umgebung."
712,6.0,0.11242346761609805,Entertainment?,C2_facs_58_tr_1700921046,Jesuiterhof (auf der Laimgrube)
713,0.0,0.046335363167331764,Courtly matters,C2_facs_59_tr_1700919536,Jmpfung.
714,3.0,0.17996202364704997,Culture / Theater?,C2_facs_59_tr_1700919537,Jngenieur=Akademie (K. K.).
715,7.0,0.09562073825091796,Military? Bastions?,C2_facs_60_tr_1700918923,Jnnungssaal (der bürgerl. Bäcker)
716,3.0,0.08212200947450056,Culture / Theater?,C2_facs_62_tr_1700918750,Jnvalidenhaus.
717,4.0,0.1098072047260691,Religion,C2_facs_63_tr_1700918722,Jnzersdorf.
718,9.0,0.0517134896535831,Paintigs (Art),C2_facs_64_tr_1700921170,Johannes (St.)
719,6.0,0.0690396418950636,Entertainment?,C2_facs_65_tr_1700919454,Johannes= (von Rep.) Capelle.
720,1.0,0.1397300669978686,Buildings,C2_facs_65_tr_1700919453,Johannesgasse.
721,4.0,0.061023444522404456,Religion,C2_facs_66_tr_1700920174,Johanneshof und Kirche.
722,4.0,0.17350179728976386,Religion,C2_facs_66_tr_1700920175,Johanneskirche (in der Jägerzeile)
723,3.0,0.0552908086543206,Culture / Theater?,C2_facs_68_tr_1700918700,Johannesspital.
724,5.0,0.18295581119980445,Suburbia,C2_facs_69_tr_1700920094,Johannstein.
725,3.0,0.2255185594264245,Culture / Theater?,C2_facs_69_tr_1700920081,Josephinum (Das).
726,4.0,0.16697739144799034,Religion,C2_facs_71_tr_1700918647,Josephsberg.
727,3.0,0.08607508957000135,Culture / Theater?,C2_facs_73_tr_1700920220,Josephs=Kinderspital.
728,9.0,0.14265204441997406,Paintigs (Art),C2_facs_73_tr_1700920219,Josephsplatz.
729,8.0,0.16943044643657168,Suburbia,C2_facs_75_tr_1700921444,Josephstadt.
730,2.0,0.2923978273835667,Culture,C2_facs_75_tr_1700921447,"Josephstädter=Theater (K. K.
privilegirtes)."
731,6.0,0.05811059378647826,Entertainment?,C2_facs_77_tr_1700920946,Jrrenhaus.
732,1.0,0.0893642982181403,Buildings,C2_facs_77_tr_1700920945,Judenplatz.
733,8.0,0.11766683808576596,Suburbia,C2_facs_78_tr_1700918994,Judenstadt.
734,7.0,0.25683408861805757,Military? Bastions?,C2_facs_80_tr_1700919601,Judenthurm.
735,9.0,0.07612092749941923,Paintigs (Art),C2_facs_80_tr_1700919602,Judith.
736,7.0,0.10341296921239432,Military? Bastions?,C2_facs_80_tr_1700919605,Jungbrunnen (Der) im Paßthale.
737,6.0,0.15375566008902175,Entertainment?,C2_facs_81_tr_1700918660,"Jungfern (Die den Stephansthurm
abreibenden)."
738,1.0,0.0439401548074494,Buildings,C2_facs_82_tr_1700918892,Jungferngäßchen (Das)
739,4.0,0.10854077345352094,Religion,C2_facs_82_tr_1700918893,Juristenschule.
740,6.0,0.06688124014068487,Entertainment?,C2_facs_83_tr_1700920186,Justification (einer Schmähschrift).
741,6.0,0.04431583950396923,Entertainment?,C2_facs_83_tr_1700920183,Justina (Die heilige)
742,5.0,0.05075210515668182,Suburbia,C2_facs_85_tr_1700918802,Kaanische Haus (Das).
743,6.0,0.13003465401044606,Entertainment?,C2_facs_85_tr_1700918799,Kahlenberger=Dörfel.
744,4.0,0.05891891067806946,Religion,C2_facs_86_tr_1700919585,Kaisergruft (bei den Capuzinern)
745,3.0,0.053654475497482555,Culture / Theater?,C2_facs_88_tr_1700919414,Kaiserspitals=Flügel (der Burg)
746,1.0,0.12772805413070548,Buildings,C2_facs_88_tr_1700919409,"Kaiserstein'sches (Freih.) Fidei=
commißhaus."
747,5.0,0.18683396708389313,Suburbia,C2_facs_88_tr_1700919411,Kalksburg.
748,4.0,0.13583370733666275,Religion,C2_facs_90_tr_1700921100,Kaltenleutgeben.
749,5.0,0.10900628521206421,Suburbia,C2_facs_90_tr_1700921103,Kammerstein.
750,9.0,0.11805283917245676,Paintigs (Art),C2_facs_91_tr_1700920715,Kanalsystem (Das große) in Wien.
751,2.0,0.05231730285973736,Culture,C2_facs_92_tr_1700918762,Kanne (Friedrich August)
752,7.0,0.09202980287713537,Military? Bastions?,C2_facs_92_tr_1700918764,Kantgenzenkrenz.
753,1.0,0.20462977020248974,Buildings,C2_facs_93_tr_1700919820,Kärntnerstraße.
754,7.0,0.12525356249983163,Military? Bastions?,C2_facs_94_tr_1700920770,Kärntnerthor (Altes und neues)
755,7.0,0.1341147317160643,Military? Bastions?,C2_facs_94_tr_1700920774,Kärntnerthurm.
756,2.0,0.22649247493709068,Culture,C2_facs_96_tr_1700919327,Kasperl (Das Wort)
757,6.0,0.04883522456735192,Entertainment?,C2_facs_96_tr_1700919329,Katharr (Der russische).
758,1.0,0.1496251646763675,Buildings,C2_facs_96_tr_1700919330,Katzensteig.
759,2.0,0.22617778606060368,Culture,C2_facs_99_tr_1700919926,Kauer (Ferdinand
760,8.0,0.06809892612508091,Suburbia,C2_facs_99_tr_1700919932,Kellnerinnen.
761,6.0,0.09361260096482812,Entertainment?,C2_facs_99_tr_1700919928,Khünel (Anton)
762,1.0,0.0771908165748199,Buildings,C2_facs_101_tr_1700920262,Kienmarkt.
763,0.0,0.05120773023725728,Courtly matters,C2_facs_101_tr_1700920265,Kind (Das goldene) in Mariazell.
764,2.0,0.14567024581306537,Culture,C2_facs_101_tr_1700920258,Kinder=Ballete
765,3.0,0.11310035094150431,Culture / Theater?,C2_facs_101_tr_1700920260,Kinder=Bewahr=Anstalten
766,3.0,0.06317409269415931,Culture / Theater?,C2_facs_103_tr_1700921308,"Kinder=Kranken=Jnstitut
(Erstes)."
767,6.0,0.06513992811818518,Entertainment?,C2_facs_103_tr_1700921309,Kinder=Miliz.
768,1.0,0.07956575117662561,Buildings,C2_facs_104_tr_1700921685,Kinskyischer (Fürstl.) Pallast.
769,6.0,0.11630160015373706,Entertainment?,C2_facs_104_tr_1700921684,Kipfelburg (Die) in Döbling.
770,1.0,0.07816450308324507,Buildings,C2_facs_105_tr_1700921262,"Kipfelhaus (Das) in der Grünanger=
gasse."
771,5.0,0.03075008041540584,Suburbia,C2_facs_105_tr_1700921259,Kirchengang.
772,6.0,0.08467642812824762,Entertainment?,C2_facs_106_tr_1700919148,Klagbaum (Kirche und Spital zum)
773,6.0,0.10031379216344408,Entertainment?,C2_facs_107_tr_1700920583,gExoroiso te in nomine
774,0.0,0.0,Courtly matters,C2_facs_108_tr_1700920862,Per aspra ad asbra.s
775,8.0,0.0756771101504136,Suburbia,C2_facs_108_tr_1700920856,Klepperpost.
776,3.0,0.06364767957994745,Culture / Theater?,C2_facs_108_tr_1700920854,Klosterneuburg.
777,8.0,0.10033473229783989,Suburbia,C2_facs_109_tr_1700921130,Kohlmarkt.
778,1.0,0.0938328663837228,Buildings,C2_facs_109_tr_1700921128,Köllnerhof u. Köllnerhofgasse.
779,7.0,0.11406194308666748,Military? Bastions?,C2_facs_109_tr_1700921133,Kollonitsch (Leopold Graf v.)
780,4.0,0.10057361603499002,Religion,C2_facs_110_tr_1700919470,Kollonitsch (Sigismund Graf v.)
781,6.0,0.09472623258278272,Entertainment?,C2_facs_111_tr_1700919964,Koltschützky (Franz).
782,7.0,0.14935242898392848,Military? Bastions?,C2_facs_113_tr_1700921626,Komödienhaus.
783,4.0,0.1042479359823118,Religion,C2_facs_114_tr_1700919869,Königskloster.
784,6.0,0.04357565578113429,Entertainment?,C2_facs_116_tr_1700920966,Körner (Theodor)
785,3.0,0.0929546431989223,Culture / Theater?,C2_facs_116_tr_1700920963,Krankenhaus (K. K. allgemeines).
786,1.0,0.03522690970242803,Buildings,C2_facs_117_tr_1700921666,Krapfen.
787,8.0,0.06503296191334722,Suburbia,C2_facs_117_tr_1700921669,Krapfenhaus.
788,5.0,0.11667442103591463,Suburbia,C2_facs_117_tr_1700921673,Krapfenwaldel (Krapfenwäldchen)
789,5.0,0.08730598526039932,Suburbia,C2_facs_118_tr_1700920305,Kreutzenstein.
790,5.0,0.1418928523720671,Suburbia,C2_facs_118_tr_1700920300,Kritzendorf.
791,1.0,0.15031855633166785,Buildings,C2_facs_119_tr_1700919748,Kuugerstraße.
792,1.0,0.10313202458997504,Buildings,C2_facs_120_tr_1700920636,Kühfuß (Der)
793,7.0,0.1214784485404861,Military? Bastions?,C2_facs_120_tr_1700920635,"Kühn (Elias),"
794,3.0,0.23148240817763252,Culture / Theater?,C2_facs_121_tr_1700921344,Kupferstich=Sammlungen.
795,1.0,0.19432131573385045,Buildings,C2_facs_122_tr_1700920036,Küssenpfennig.
796,6.0,0.08763039528617747,Entertainment?,C2_facs_124_tr_1700921510,Gainz.
797,9.0,0.11241562371442197,Paintigs (Art),C2_facs_124_tr_1700921512,Landhaus (N. O.)
798,8.0,0.21496156733136668,Suburbia,C2_facs_127_tr_1700921594,Landstraße.
799,6.0,0.05442199367635833,Entertainment?,C2_facs_128_tr_1700921527,Landwehre.
800,3.0,0.2255260883163419,Culture / Theater?,C2_facs_129_tr_1700919782,"Landwirthschafts=Gesellschaft
(K. K)."
801,1.0,0.09112929584764622,Buildings,C2_facs_129_tr_1700919780,Lange Haus (Das) am Haarmarkte.
802,8.0,0.05757262174261349,Suburbia,C2_facs_130_tr_1700918970,Langekeller.
803,4.0,0.18356785613289395,Religion,C2_facs_130_tr_1700918969,Lanzendorf.
804,6.0,0.0994996962486747,Entertainment?,C2_facs_133_tr_1700919670,"Laroche (Johann), genannt Kasperl."
805,6.0,0.06802345084208174,Entertainment?,C2_facs_134_tr_1700920785,Laternengang.
806,6.0,0.09839326097825266,Entertainment?,C2_facs_134_tr_1700920792,"Laufer (Herrschaftliche) und deren
Preislaufen im Prater."
807,5.0,0.10298251616206358,Suburbia,C2_facs_135_tr_1700919062,Laxenburg.
